ticket_id,created_at,channel,ticket_text,language,true_category,true_priority,text_norm_v1
TKT001994,2025-02-11T12:39:35.753Z,app,cant activate the service,en,Service Activation / Changes,P2,cant activate the service
TKT001995,2025-02-18T14:23:22.158Z,email,wifi مش شغال urgent,en,Network / Connectivity,,wifi مش شغال urgent
TKT001996,2025-01-19T14:50:33.654Z,,speed بطيئة جدا,ar,Network / Connectivity,P4,speed بطيئة جدا
TKT001997,2024-12-24T12:39:37.512Z,web,signal lost completely,en,Network / Connectivity,P4,signal lost completely
TKT001998,2024-12-30T19:30:04.088Z,web,invoice مش صح,en,Billing & Payments,P1,invoice مش صح
TKT001999,2025-02-07T10:26:54.938Z,web,ليش غالية كتير هالشهر؟,ar,Billing & Payments,,ليش غالية كتير هالشهر؟
TKT002000,2025-01-23T10:33:19.427Z,web,charged for service i dont have,en,Billing & Payments,,charged for service i dont have
TKT002001,2025-01-07T10:18:28.350Z,app,sim registration problem,en,Account & Authentication,P4,sim registration problem
TKT002002,2024-12-02T10:04:11.864Z,app,device not connecting,en,Device / Hardware,P4,device not connecting
TKT002003,2024-12-22T10:22:47.670Z,call,charged مرتين pls check,en,Billing & Payments,P3,charged مرتين pls check
TKT002004,2024-12-26T17:35:04.111Z,chat,الشريحة خربانة احتاج جديدة,ar,Device / Hardware,P4,الشريحة خربانة احتاج جديدة
TKT002005,2024-12-26T18:50:26.769Z,web,ما في اشارة عندي,ar,Network / Connectivity,P3,ما في اشارة عندي
TKT002006,2025-01-03T06:07:42.355Z,call,sim registration problem,en,Account & Authentication,P4,sim registration problem
TKT002007,2024-12-10T07:32:41.266Z,call,invoice wrong pls fix,en,Billing & Payments,P4,invoice wrong pls fix
TKT002008,2025-02-12T18:59:12.519Z,email,package change مشكلة,ar,Service Activation / Changes,P4,package change مشكلة
TKT002009,2024-12-20T17:04:27.613Z,call,invoice مش صح,ar,Billing & Payments,P4,invoice مش صح
TKT002010,2024-12-09T18:34:44.066Z,call,complained كتير no solution,ar,Complaints & Service Quality,,complained كتير no solution
TKT002011,2025-01-15T09:19:48.961Z,call,wifi not working pls fix urgent,en,Network / Connectivity,P3,wifi not working pls fix urgent
TKT002012,2025-01-24T11:23:14.829Z,call,modem يعيد التشغيل,en,Device / Hardware,P3,modem يعيد التشغيل
TKT002013,2024-12-13T19:03:29.628Z,chat,فاتورة وكمان نت مشكلة,ar,Other,P2,فاتورة وكمان نت مشكلة
TKT002014,2024-12-31T07:29:14.707Z,web,التفعيل مش شغال,ar,Service Activation / Changes,P3,التفعيل مش شغال
TKT002015,2025-01-03T15:06:17.202Z,email,package upgrade problem,en,Service Activation / Changes,P3,package upgrade problem
TKT002016,2025-01-08T16:12:43.216Z,app,كود التفعيل ما وصل,ar,Account & Authentication,P2,كود التفعيل ما وصل
TKT002017,2024-12-11T14:01:08.273Z,app,الحساب محظور,ar,Account & Authentication,P4,الحساب محظور
TKT002018,2025-01-27T09:47:22.507Z,app,المكالمات الدولية مش شغالة,ar,Roaming & International Services,P4,المكالمات الدولية مش شغالة
TKT002019,2024-12-30T11:31:46.010Z,app,no one helps me,en,Complaints & Service Quality,P3,no one helps me
TKT002020,2025-02-25T15:59:26.567Z,app,التطبيق مش كويس,ar,Other,P3,التطبيق مش كويس
TKT002021,2025-01-15T09:35:20.145Z,chat,complained many times no solution,,Complaints & Service Quality,P4,complained many times no solution
TKT002022,2024-12-16T09:43:13.990Z,app,wifi not working pls fix urgent,en,Network / Connectivity,P3,wifi not working pls fix urgent
TKT002023,2025-01-01T11:23:42.114Z,call,ابغى اغير الباقة,ar,Service Activation / Changes,P4,ابغى اغير الباقة
TKT002024,2025-02-28T10:59:37.067Z,app,الروامنج معطل,ar,Roaming & International Services,P3,الروامنج معطل
TKT002025,2025-02-16T06:19:59.139Z,web,عطل في الجهاز,ar,Device / Hardware,P3,عطل في الجهاز
TKT002026,2024-12-09T05:48:54.324Z,app,ما في انترنت خالص,ar,Network / Connectivity,P1,ما في انترنت خالص
TKT002027,2024-12-03T12:30:30.849Z,web,الفاتورة غلط,ar,Billing & Payments,,الفاتورة غلط
TKT002028,2025-01-20T14:24:13.832Z,call,verification code ما وصل,ar,Account & Authentication,P1,verification code ما وصل
TKT002029,2025-02-12T08:43:08.091Z,chat,ROUTER NOT WORKING,en,Device / Hardware,P4,ROUTER NOT WORKING
TKT002030,2024-12-21T09:02:03.654Z,chat,staff rude,en,Other,P4,staff rude
TKT002031,2025-01-08T13:44:49.348Z,email,wifi not working pls fix urgent,en,Network / Connectivity,P3,wifi not working pls fix urgent
TKT002032,2025-01-23T14:29:33.244Z,web,account access denied???,en,Account & Authentication,P4,account access denied???
TKT002033,2024-12-02T09:45:54.337Z,,account locked need access,en,Account & Authentication,P2,account locked need access
TKT002034,2024-12-18T19:58:13.474Z,web,router lights blinking red,en,Device / Hardware,P1,router lights blinking red
TKT002035,2024-12-29T09:52:45.720Z,call,اسوأ خدمة,ar,Complaints & Service Quality,P3,اسوأ خدمة
TKT002036,2025-02-09T09:18:27.082Z,chat,الفاتورة مش صحيحة,ar,Billing & Payments,,الفاتورة مش صحيحة
TKT002037,2025-01-28T14:02:17.063Z,web,very slow speed cant watch anything???,en,Network / Connectivity,P4,very slow speed cant watch anything???
TKT002038,2025-01-15T12:51:36.675Z,call,الفاتورة غلط,ar,Billing & Payments,P4,الفاتورة غلط
TKT002039,2024-12-09T11:06:15.537Z,app,charged twice this month check it,en,Billing & Payments,P1,charged twice this month check it
TKT002040,2025-02-19T14:16:10.325Z,call,plan ابغى الغيها,ar,Service Activation / Changes,P4,plan ابغى الغيها
TKT002041,2025-01-03T18:21:33.722Z,app,اشتكيت كتير ما في حل,ar,Complaints & Service Quality,,اشتكيت كتير ما في حل
TKT002042,2025-01-31T18:19:50.018Z,app,no signal in UAE,en,Roaming & International Services,P2,no signal in UAE
TKT002043,2024-12-06T16:20:03.222Z,email,cant access account,en,Account & Authentication,P3,cant access account
TKT002044,2025-01-19T23:56:36.231Z,web,activation not working,en,Service Activation / Changes,P3,activation not working
TKT002045,2024-12-06T06:53:11.518Z,email,roaming charges too high,en,Roaming & International Services,P3,roaming charges too high
TKT002046,2025-01-31T11:10:47.177Z,app,very slow speed cant watch anything,en,Network / Connectivity,P1,very slow speed cant watch anything
TKT002047,2025-01-09T12:51:33.945Z,call,الحساب محظور,,Account & Authentication,P3,الحساب محظور
TKT002048,2024-12-08T08:20:15.965Z,web,need assistance,en,Other,P4,need assistance
TKT002049,2025-02-25T12:42:38.335Z,chat,subscription cancellation,en,Service Activation / Changes,P3,subscription cancellation
TKT002050,2025-02-18T08:38:38.180Z,web,الواي فاي مش شغال,ar,Network / Connectivity,P1,الواي فاي مش شغال
TKT002051,2024-12-04T14:37:29.895Z,chat,النت فاصل من morning,ar,Network / Connectivity,P4,النت فاصل من morning
TKT002052,2025-01-15T12:03:04.888Z,chat,overcharged again,en,Billing & Payments,P4,overcharged again
TKT002053,2025-01-06T13:49:31.517Z,web,cant  login  للحساب,en,Account & Authentication,P3,cant  login  للحساب
TKT002054,2024-12-03T23:56:52.522Z,email,internet not working since yesterday,en,Network / Connectivity,P2,internet not working since yesterday
TKT002055,2025-01-01T08:28:52.328Z,email,router not working,en,Device / Hardware,,router not working
TKT002056,2025-02-21T13:46:12.438Z,email,ما في اشارة عندي,ar,Network / Connectivity,P3,ما في اشارة عندي
TKT002057,2024-12-23T10:13:16.840Z,web,need to change my plan,en,Service Activation / Changes,P3,need to change my plan
TKT002058,2025-02-04T07:57:26.910Z,app,bill is incorrect,en,Billing & Payments,P3,bill is incorrect
TKT002059,2025-02-04T06:03:24.106Z,web,ما في اشارة عندي,ar,Network / Connectivity,P3,ما في اشارة عندي
TKT002060,2025-01-17T14:22:00.884Z,chat,خصموا زيادة,ar,Billing & Payments,P4,خصموا زيادة
TKT002061,2024-12-02T18:26:02.081Z,chat,app not good,en,Other,P3,app not good
TKT002062,2024-12-27T17:52:22.373Z,email,login not working,en,Account & Authentication,P4,login not working
TKT002063,2025-02-17T14:22:10.009Z,email,plan ابغى الغيها,ar,Service Activation / Changes,P4,plan ابغى الغيها
TKT002064,2025-02-28T12:23:12.553Z,web,speed is terrible cant use,en,Network / Connectivity,P3,speed is terrible cant use
TKT002065,2024-12-24T20:11:49.375Z,call,الشبكة معطلة,ar,Network / Connectivity,P1,الشبكة معطلة
TKT002066,2025-01-06T19:55:09.350Z,,internet not working since morning,en,Network / Connectivity,P4,internet not working since morning
TKT002067,2025-01-16T07:01:24.566Z,email,invoice مش صح,ar,Billing & Payments,P4,invoice مش صح
TKT002068,2025-01-02T04:49:16.747Z,web,التفعيل مش شغال,ar,Service Activation / Changes,P3,التفعيل مش شغال
TKT002069,2025-01-16T13:07:16.792Z,app,urgent,,Other,P3,urgent
TKT002070,2025-02-14T17:07:37.707Z,app,الرقم السري مقفل,ar,Account & Authentication,,الرقم السري مقفل
TKT002071,2025-02-19T10:21:43.724Z,chat,speed is terrible cant use,en,Network / Connectivity,P3,speed is terrible cant use
TKT002072,2024-12-10T14:02:15.709Z,app,شحن مضاعف,ar,Billing & Payments,P3,شحن مضاعف
TKT002073,2024-12-20T19:29:06.672Z,call,support مش كويس at all,ar,Complaints & Service Quality,P2,support مش كويس at all
TKT002074,2024-12-05T10:09:18.401Z,email,account access denied,en,Account & Authentication,P4,account access denied
TKT002075,2024-12-23T09:19:44.894Z,call,نفس المشكلة كل مرة,ar,Complaints & Service Quality,P4,نفس المشكلة كل مرة
TKT002076,2025-01-02T11:45:39.717Z,email,التفعيل مش شغال,ar,Service Activation / Changes,,التفعيل مش شغال
TKT002077,2025-02-10T07:01:48.913Z,call,cant login to my account,en,Account & Authentication,P4,cant login to my account
TKT002078,2025-01-21T17:08:24.604Z,chat,ما في اشارة عندي,ar,Network / Connectivity,P4,ما في اشارة عندي
TKT002079,2024-12-25T07:20:57.239Z,call,ما في اشارة عندي,ar,Network / Connectivity,P4,ما في اشارة عندي
TKT002080,2025-01-27T08:33:34.009Z,app,الشبكة معطلة,ar,Network / Connectivity,,الشبكة معطلة
TKT002081,2025-01-01T08:08:47.041Z,chat,no internet connection at all,en,Network / Connectivity,,no internet connection at all
TKT002082,2025-01-07T08:31:10.974Z,chat,cant access account,en,Account & Authentication,P3,cant access account
TKT002083,2025-01-31T18:50:30.470Z,app,very bad service unacceptable,en,Complaints & Service Quality,P4,very bad service unacceptable
TKT002084,2025-02-04T10:51:15.237Z,app,internet not working since morning,en,Network / Connectivity,P3,internet not working since morning
TKT002085,2025-02-17T15:48:44.929Z,email,cant login للحساب,ar,Account & Authentication,P3,cant login للحساب
TKT002086,2025-01-10T18:28:30.901Z,web,ما في انترنت خالص,ar,Network / Connectivity,,ما في انترنت خالص
TKT002087,2025-01-20T18:42:49.209Z,email,ما في اشارة في Egypt,ar,Roaming & International Services,P1,ما في اشارة في Egypt
TKT002088,2025-02-24T06:06:03.945Z,web,النت فاصل من morning,ar,Network / Connectivity,P3,النت فاصل من morning
TKT002089,2024-12-17T17:31:32.286Z,email,invoice wrong pls fix,en,Billing & Payments,P3,invoice wrong pls fix
TKT002090,2024-12-09T17:00:51.151Z,chat,service سيء جدا unacceptable,ar,Complaints & Service Quality,P4,service سيء جدا unacceptable
TKT002091,2025-02-03T08:07:29.652Z,chat,ابغى الغي الباقة,ar,Service Activation / Changes,P3,ابغى الغي الباقة
TKT002092,2025-02-12T17:08:48.452Z,email,speed is terrible cant use,en,Network / Connectivity,P3,speed is terrible cant use
TKT002093,2024-12-10T22:15:06.593Z,web,الروامنج مش شغال,ar,Roaming & International Services,P2,الروامنج مش شغال
TKT002094,2025-01-16T07:18:57.610Z,call,hardware مشكلة في الراوتر,ar,Device / Hardware,P3,hardware مشكلة في الراوتر
TKT002095,2024-12-11T16:55:48.769Z,email,subscription cancellation,en,Service Activation / Changes,P4,subscription cancellation
TKT002096,2025-02-21T07:03:25.921Z,call,ليش غالية كتير هالشهر؟,ar,Billing & Payments,P4,ليش غالية كتير هالشهر؟
TKT002097,2025-02-27T09:38:06.435Z,web,roaming package not activated,,Roaming & International Services,P4,roaming package not activated
TKT002098,2024-12-16T20:39:29.126Z,call,عطل في الجهاز,ar,Device / Hardware,P4,عطل في الجهاز
TKT002099,2025-02-05T13:02:28.779Z,chat,payment failed but money deducted,,Billing & Payments,P3,payment failed but money deducted
TKT002100,2025-02-24T18:48:38.072Z,app,overcharged again,en,Billing & Payments,,overcharged again
TKT002101,2025-02-17T16:32:43.970Z,email,package change مشكلة,ar,Service Activation / Changes,P4,package change مشكلة
TKT002102,2024-12-24T15:23:05.671Z,chat,الاشارة راحت تماما,ar,Network / Connectivity,P3,الاشارة راحت تماما
TKT002103,2024-12-02T16:59:39.939Z,app,data roaming disabled help,en,Roaming & International Services,P4,data roaming disabled help
TKT002104,2025-01-29T05:51:38.942Z,email,no internet connection at all,en,Network / Connectivity,P2,no internet connection at all
TKT002105,2025-02-24T12:19:18.389Z,app,international data not active,en,Roaming & International Services,P4,international data not active
TKT002106,2025-01-28T15:33:15.895Z,chat,same problem again and again,en,Complaints & Service Quality,P3,same problem again and again
TKT002107,2025-01-30T15:32:02.735Z,email,الشبكة معطلة,ar,Network / Connectivity,P4,الشبكة معطلة
TKT002108,2025-01-21T10:08:06.821Z,web,plan  change  issue,en,Service Activation / Changes,P3,plan  change  issue
TKT002109,2025-02-12T13:17:24.162Z,email,connection keeps dropping every few minutes,en,Network / Connectivity,P2,connection keeps dropping every few minutes
TKT002110,2025-02-06T14:17:54.463Z,email,password نسيتها help,en,Account & Authentication,P3,password نسيتها help
TKT002111,2025-02-12T14:58:00.617Z,web,الحساب مقفل,ar,Account & Authentication,P3,الحساب مقفل
TKT002112,2025-02-13T06:21:53.697Z,email,signal lost completely,en,Network / Connectivity,P2,signal lost completely
TKT002113,2025-01-22T21:57:29.751Z,web,account locked need access,en,Account & Authentication,P4,account locked need access
TKT002114,2025-01-21T15:57:43.313Z,web,network down help,en,Network / Connectivity,P4,network down help
TKT002115,2025-02-24T10:52:46.670Z,app,roaming charges too high,en,Roaming & International Services,P4,roaming charges too high
TKT002116,2024-12-21T07:59:45.290Z,,account access denied,en,Account & Authentication,P3,account access denied
TKT002117,2025-01-26T16:31:02.072Z,email,no service abroad,en,Roaming & International Services,P4,no service abroad
TKT002118,2025-01-15T11:29:22.194Z,app,service سيء جدا unacceptable,ar,Complaints & Service Quality,P3,service سيء جدا unacceptable
TKT002119,2025-02-18T12:01:53.846Z,email,roaming package not activated,en,Roaming & International Services,P2,roaming package not activated
TKT002120,2024-12-05T10:56:20.781Z,chat,new service not activated,en,Service Activation / Changes,P3,new service not activated
TKT002121,2025-02-27T15:52:50.172Z,email,ما حد ساعدني???,ar,Complaints & Service Quality,,ما حد ساعدني???
TKT002122,2025-02-13T10:23:29.856Z,app,charged مرتين pls check,ar,Billing & Payments,P3,charged مرتين pls check
TKT002123,2025-01-13T06:21:42.838Z,call,billing و network both,en,Other,P3,billing و network both
TKT002124,2025-01-05T09:56:17.005Z,web,ما في اشارة في Egypt,ar,Roaming & International Services,,ما في اشارة في Egypt
TKT002125,2025-01-15T06:12:15.414Z,,invoice مش صح,en,Billing & Payments,P3,invoice مش صح
TKT002126,2025-01-09T17:08:04.645Z,app,cant login للحساب,ar,Account & Authentication,P4,cant login للحساب
TKT002127,2025-02-21T12:30:31.709Z,email,downgrade request,en,Service Activation / Changes,P2,downgrade request
TKT002128,2025-01-27T06:29:26.889Z,web,speed بطيئة جدا,en,Network / Connectivity,P3,speed بطيئة جدا
TKT002129,2025-02-14T15:10:29.261Z,call,speed is terrible cant use,en,Network / Connectivity,,speed is terrible cant use
TKT002130,2024-12-26T06:54:36.291Z,call,very slow speed cant watch anything,en,Network / Connectivity,P4,very slow speed cant watch anything
TKT002131,2025-02-01T12:32:18.646Z,email,الحساب محظور,ar,Account & Authentication,P2,الحساب محظور
TKT002132,2024-12-21T06:25:52.831Z,email,upgrade to new package pls,en,Service Activation / Changes,P3,upgrade to new package pls
TKT002133,2025-01-22T08:00:00.512Z,web,الاشارة راحت تماما,ar,Network / Connectivity,P4,الاشارة راحت تماما
TKT002134,2025-02-12T17:28:40.586Z,web,connection keeps dropping every few minutes,en,Network / Connectivity,P4,connection keeps dropping every few minutes
TKT002135,2025-01-10T14:56:17.663Z,chat,website confusing,en,Other,P3,website confusing
TKT002136,2025-01-16T13:02:29.191Z,chat,connection يقطع كل دقيقة,en,Network / Connectivity,P3,connection يقطع كل دقيقة
TKT002137,2025-01-09T19:41:56.595Z,app,ما في انترنت خالص,ar,Network / Connectivity,P2,ما في انترنت خالص
TKT002138,2025-02-07T12:08:46.309Z,email,الواي فاي مش شغال,,Network / Connectivity,P3,الواي فاي مش شغال
TKT002139,2024-12-09T07:52:49.797Z,chat,why so expensive this month??,en,Billing & Payments,P3,why so expensive this month??
TKT002140,2024-12-20T13:57:18.945Z,,حاسبوني مرتين هالشهر,ar,Billing & Payments,P3,حاسبوني مرتين هالشهر
TKT002141,2024-12-11T13:37:29.833Z,,مشكلة في الراوتر,ar,Device / Hardware,P3,مشكلة في الراوتر
TKT002142,2024-12-05T11:19:23.408Z,app,charged twice this month check it,,Billing & Payments,,charged twice this month check it
TKT002143,2024-12-20T14:49:00.359Z,email,عاجل,ar,Other,P3,عاجل
TKT002144,2025-02-05T15:04:58.463Z,web,billing غلط محتاج refund,en,Billing & Payments,P4,billing غلط محتاج refund
TKT002145,2025-01-20T15:52:32.793Z,app,verification code not coming,en,Account & Authentication,,verification code not coming
TKT002146,2024-12-18T14:21:48.485Z,web,النت بطيء جدا مش قادر استخدمه,ar,Network / Connectivity,P2,النت بطيء جدا مش قادر استخدمه
TKT002147,2025-02-10T11:01:53.602Z,call,خصموا زيادة,ar,Billing & Payments,P4,خصموا زيادة
TKT002148,2024-12-17T17:40:48.046Z,call,cant login للحساب,ar,Account & Authentication,P4,cant login للحساب
TKT002149,2025-01-17T08:09:18.568Z,call,sim registration مشكلة,,Account & Authentication,P4,sim registration مشكلة
TKT002150,2025-01-13T09:32:13.128Z,,ما في اشارة عندي,ar,Network / Connectivity,,ما في اشارة عندي
TKT002151,2025-01-01T15:35:38.535Z,chat,billing غلط محتاج refund,,Billing & Payments,P4,billing غلط محتاج refund
TKT002152,2024-12-16T09:54:13.516Z,app,تسجيل الشريحة ما اشتغل,ar,Account & Authentication,P3,تسجيل الشريحة ما اشتغل
TKT002153,2025-01-10T15:41:18.611Z,chat,account مقفل urgent,,Account & Authentication,P4,account مقفل urgent
TKT002154,2025-02-11T13:38:09.252Z,app,subscription cancellation,en,Service Activation / Changes,P3,subscription cancellation
TKT002155,2025-01-30T14:53:22.598Z,call,need to change my plan,en,Service Activation / Changes,P3,need to change my plan
TKT002156,2024-12-04T06:26:53.710Z,web,issue,en,Other,P4,issue
TKT002157,2025-01-12T17:22:29.034Z,web,website confusing,en,Other,P3,website confusing
TKT002158,2025-01-16T07:01:14.027Z,app,غلط في الفاتورة,ar,Billing & Payments,P1,غلط في الفاتورة
TKT002159,2025-01-10T21:24:43.890Z,email,مشكلة في تغيير الباقة,ar,Service Activation / Changes,,مشكلة في تغيير الباقة
TKT002160,2024-12-31T00:49:00.653Z,chat,billing error need refund,en,Billing & Payments,P1,billing error need refund
TKT002161,2025-01-28T03:59:44.377Z,app,connection keeps dropping every few minutes,en,Network / Connectivity,P2,connection keeps dropping every few minutes
TKT002162,2025-02-17T11:14:36.795Z,chat,الحساب محظور,ar,Account & Authentication,P3,الحساب محظور
TKT002163,2025-01-08T14:53:10.709Z,email,overcharged again,en,Billing & Payments,P4,overcharged again
TKT002164,2024-12-20T15:46:57.691Z,app,رسوم الروامنج غالية جدا,,Roaming & International Services,P4,رسوم الروامنج غالية جدا
TKT002165,2024-12-02T03:36:59.052Z,web,fed up with this,en,Complaints & Service Quality,P4,fed up with this
TKT002166,2024-12-03T11:32:31.022Z,chat,wrong amount on bill,en,Billing & Payments,P4,wrong amount on bill
TKT002167,2025-01-17T14:21:25.069Z,app,account access denied,en,Account & Authentication,P4,account access denied
TKT002168,2024-12-11T08:51:45.524Z,email,need to change my plan,en,Service Activation / Changes,P3,need to change my plan
TKT002169,2024-12-06T06:17:14.237Z,chat,غلط في الفاتورة,ar,Billing & Payments,P4,غلط في الفاتورة
TKT002170,2025-01-23T16:08:06.686Z,email,verification code not coming,en,Account & Authentication,P3,verification code not coming
TKT002171,2024-12-13T11:11:46.093Z,chat,new service not activated,en,Service Activation / Changes,P3,new service not activated
TKT002172,2024-12-24T09:57:07.528Z,call,verification code ما وصل,,Account & Authentication,,verification code ما وصل
TKT002173,2025-02-11T10:43:54.940Z,chat,roaming مش شغال برا,ar,Roaming & International Services,P3,roaming مش شغال برا
TKT002174,2025-01-29T15:01:50.525Z,web,why so expensive this month??,en,Billing & Payments,P3,why so expensive this month??
TKT002175,2024-12-27T14:35:02.913Z,chat,problem,en,Other,P3,problem
TKT002176,2025-02-14T17:16:31.281Z,web,الواي فاي مش شغال,ar,Network / Connectivity,P3,الواي فاي مش شغال
TKT002177,2024-12-19T10:17:44.583Z,web,wifi not working pls fix urgent,en,Network / Connectivity,P2,wifi not working pls fix urgent
TKT002178,2025-02-10T14:20:43.281Z,call,فاتورة wrong urgent,ar,Billing & Payments,P4,فاتورة wrong urgent
TKT002179,2025-02-12T08:40:29.965Z,app,ما في اشارة عندي,ar,Network / Connectivity,P4,ما في اشارة عندي
TKT002180,2025-01-21T14:48:37.323Z,chat,help  محتاج,en,Other,P3,help  محتاج
TKT002181,2024-12-17T10:19:55.591Z,web,need to change my plan,en,Service Activation / Changes,P3,need to change my plan
TKT002182,2025-02-21T05:33:51.401Z,email,invoice wrong pls fix,en,Billing & Payments,P2,invoice wrong pls fix
TKT002183,2024-12-17T07:47:50.787Z,call,المكالمات الدولية مش شغالة,ar,Roaming & International Services,P3,المكالمات الدولية مش شغالة
TKT002184,2025-01-19T22:38:34.898Z,email,router not working,en,Device / Hardware,P2,router not working
TKT002185,2024-12-19T13:14:47.565Z,app,roaming not working in UAE,en,Roaming & International Services,P4,roaming not working in UAE
TKT002186,2024-12-28T10:22:38.369Z,chat,invoice wrong pls fix,en,Billing & Payments,,invoice wrong pls fix
TKT002187,2025-01-30T08:01:53.473Z,app,double charge on my account,en,Billing & Payments,P3,double charge on my account
TKT002188,2024-12-26T11:42:17.118Z,call,internet فاصل من الصبح,en,Network / Connectivity,P4,internet فاصل من الصبح
TKT002189,2025-01-14T08:37:13.832Z,call,billing and also internet problem both,en,Other,P3,billing and also internet problem both
TKT002190,2025-01-22T07:16:11.856Z,call,account locked need access,en,Account & Authentication,P3,account locked need access
TKT002191,2025-02-07T11:52:13.634Z,call,charged for service i dont have,,Billing & Payments,P4,charged for service i dont have
TKT002192,2025-01-28T17:01:00.284Z,email,الاتصال يقطع كل شوية,ar,Network / Connectivity,P3,الاتصال يقطع كل شوية
TKT002193,2024-12-11T18:16:40.708Z,chat,roaming charges too high,en,Roaming & International Services,P4,roaming charges too high
TKT002194,2024-12-23T10:03:47.075Z,chat,الاشارة راحت تماما,ar,Network / Connectivity,P3,الاشارة راحت تماما
TKT002195,2025-02-07T10:49:03.029Z,web,فيه خطأ في الحساب,ar,Billing & Payments,P4,فيه خطأ في الحساب
TKT002196,2025-01-03T16:50:43.811Z,web,disconnects all the time,,Network / Connectivity,P3,disconnects all the time
TKT002197,2025-02-23T14:43:44.072Z,,forgot password help,en,Account & Authentication,P2,forgot password help
TKT002198,2024-12-24T13:43:49.548Z,email,package  upgrade  problem,en,Service Activation / Changes,P3,package  upgrade  problem
TKT002199,2024-12-22T04:31:10.859Z,call,مشكلة في الراوتر,ar,Device / Hardware,P4,مشكلة في الراوتر
TKT002200,2025-02-11T19:19:51.843Z,email,account locked need access,en,Account & Authentication,P1,account locked need access
TKT002201,2024-12-17T09:47:10.444Z,call,plan ابغى الغيها,ar,Service Activation / Changes,P4,plan ابغى الغيها
TKT002202,2024-12-13T12:19:09.110Z,app,عاجل,ar,Other,P4,عاجل
TKT002203,2024-12-17T08:53:59.713Z,web,problem عندي urgent,en,Other,,problem عندي urgent
TKT002204,2024-12-11T04:55:26.831Z,web,no signal in UAE,en,Roaming & International Services,P2,no signal in UAE
TKT002205,2025-02-25T06:12:21.413Z,,bill is incorrect,en,Billing & Payments,,bill is incorrect
TKT002206,2025-02-25T14:36:20.963Z,app,worst service ever,en,Complaints & Service Quality,P4,worst service ever
TKT002207,2025-01-31T16:35:08.258Z,email,جودة الخدمة ردية,ar,Complaints & Service Quality,P4,جودة الخدمة ردية
TKT002208,2024-12-16T15:53:44.232Z,app,no signal in my area!!,en,Network / Connectivity,P4,no signal in my area!!
TKT002209,2025-01-29T14:08:53.202Z,app,cant login للحساب,en,Account & Authentication,P4,cant login للحساب
TKT002210,2025-02-19T14:22:51.419Z,web,حاسبوني على خدمة ما عندي,ar,Billing & Payments,P3,حاسبوني على خدمة ما عندي
TKT002211,2025-01-12T14:30:34.057Z,chat,مشكلة pls fix,ar,Other,P3,مشكلة pls fix
TKT002212,2025-01-23T07:11:06.380Z,app,ما في اشارة عندي,ar,Network / Connectivity,P4,ما في اشارة عندي
TKT002213,2025-01-22T15:14:30.582Z,email,الاشارة راحت تماما,ar,Network / Connectivity,P4,الاشارة راحت تماما
TKT002214,2024-12-04T12:40:38.839Z,chat,billing و network both,en,Other,P4,billing و network both
TKT002215,2024-12-13T08:44:48.703Z,,bill is incorrect,en,Billing & Payments,P3,bill is incorrect
TKT002216,2025-01-25T17:48:05.229Z,email,الروامنج معطل,ar,Roaming & International Services,P3,الروامنج معطل
TKT002217,2024-12-05T13:10:54.639Z,web,no signal in my area,en,Network / Connectivity,,no signal in my area
TKT002218,2025-01-08T15:20:09.202Z,web,speed بطيئة جدا,en,Network / Connectivity,P3,speed بطيئة جدا
TKT002219,2025-02-13T07:56:38.717Z,web,no internet connection at all,en,Network / Connectivity,P4,no internet connection at all
TKT002220,2024-12-31T12:01:26.755Z,app,password نسيتها help,en,Account & Authentication,P3,password نسيتها help
TKT002221,2024-12-04T19:01:01.177Z,email,billing غلط محتاج refund,ar,Billing & Payments,P3,billing غلط محتاج refund
TKT002222,2025-02-27T12:15:17.932Z,app,ما في انترنت خالص,ar,Network / Connectivity,P4,ما في انترنت خالص
TKT002223,2024-12-17T16:11:03.348Z,app,الواي فاي مش شغال,ar,Network / Connectivity,P3,الواي فاي مش شغال
TKT002224,2024-12-10T18:05:44.617Z,app,speed is terrible cant use,,Network / Connectivity,,speed is terrible cant use
TKT002225,2025-02-27T01:14:11.833Z,email,account مقفل urgent,,Account & Authentication,P4,account مقفل urgent
TKT002226,2025-02-28T11:04:37.341Z,chat,payment failed بس المبلغ راح,en,Billing & Payments,P3,payment failed بس المبلغ راح
TKT002227,2024-12-06T09:53:43.776Z,email,ابغى الغي الباقة,ar,Service Activation / Changes,P4,ابغى الغي الباقة
TKT002228,2025-01-16T07:06:30.043Z,call,device not connecting,en,Device / Hardware,P3,device not connecting
TKT002229,2025-02-19T16:06:58.166Z,email,التطبيق مش كويس,ar,Other,P4,التطبيق مش كويس
TKT002230,2025-01-01T13:02:52.872Z,app,السرعة سيئة جدا,ar,Network / Connectivity,P1,السرعة سيئة جدا
TKT002231,2025-02-18T05:25:15.462Z,chat,الخدمة الجديدة ما اتفعلت,,Service Activation / Changes,P4,الخدمة الجديدة ما اتفعلت
TKT002232,2024-12-02T00:39:33.872Z,app,النت فاصل من morning,ar,Network / Connectivity,P2,النت فاصل من morning
TKT002233,2025-02-21T07:10:02.990Z,email,signal lost completely,en,Network / Connectivity,P3,signal lost completely
TKT002234,2025-01-07T17:55:07.794Z,web,خدمة سيئة جدا,ar,Complaints & Service Quality,P3,خدمة سيئة جدا
